"indicator","base-per","Unit","Date","Value"
"ALL GROUPS, weights","Not Applicable","Weight","2019M10","100"
"ALL GROUPS, weights","Not Applicable","Weight","2019M11","100"
"ALL GROUPS, weights","Not Applicable","Weight","2019M12","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M1","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M2","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M3","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M4","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M5","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M6","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M7","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M8","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M9","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M10","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M11","100"
"ALL GROUPS, weights","Not Applicable","Weight","2020M12","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M1","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M2","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M3","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M4","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M5","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M6","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M7","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M8","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M9","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M10","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M11","100"
"ALL GROUPS, weights","Not Applicable","Weight","2021M12","100"
"ALL GROUPS, weights","Not Applicable","Weight","2022M1","100"
"ALL GROUPS, weights","Not Applicable","Weight","2022M2","100"
"ALL GROUPS, weights","Not Applicable","Weight","2022M3","100"
"ALL GROUPS, weights","Not Applicable","Weight","2022M4","100"
"ALL GROUPS, weights","Not Applicable","Weight","2022M5","100"
"ALL GROUPS, weights","Not Applicable","Weight","2022M6","100"
"ALL GROUPS, weights","Not Applicable","Weight","2022M7","100"
"ALL GROUPS, weights","Not Applicable","Weight","2022M8","100"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2014M12","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M1","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M2","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M3","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M4","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M5","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M6","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M7","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M8","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M9","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M10","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M11","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2015M12","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M1","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M2","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M3","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M4","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M5","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M6","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M7","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M8","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M9","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M10","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M11","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2016M12","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M1","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M2","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M3","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M4","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M5","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M6","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M7","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M8","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M9","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M10","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M11","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2017M12","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M1","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M2","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M3","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M4","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M5","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M6","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M7","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M8","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M9","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M10","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M11","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2018M12","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M1","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M2","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M3","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M4","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M5","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M6","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M7","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M8","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M9","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M10","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M11","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2019M12","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M1","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M2","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M3","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M4","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M5","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M6","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M7","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M8","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M9","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M10","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M11","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2020M12","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M1","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M2","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M3","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M4","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M5","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M6","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M7","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M8","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M9","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M10","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M11","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2021M12","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2022M1","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2022M2","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2022M3","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2022M4","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2022M5","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2022M6","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2022M7","46.04"
"FOOD AND NON ALCOHOLIC BEVERAGES, weights","Not Applicable","Weight","2022M8","46.04"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2014M12","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M1","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M2","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M3","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M4","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M5","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M6","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M7","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M8","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M9","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M10","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M11","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2015M12","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M1","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M2","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M3","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M4","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M5","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M6","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M7","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M8","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M9","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M10","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M11","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2016M12","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M1","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M2","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M3","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M4","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M5","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M6","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M7","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M8","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M9","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M10","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M11","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2017M12","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M1","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M2","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M3","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M4","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M5","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M6","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M7","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M8","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M9","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M10","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M11","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2018M12","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M1","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M2","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M3","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M4","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M5","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M6","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M7","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M8","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M9","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M10","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M11","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2019M12","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M1","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M2","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M3","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M4","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M5","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M6","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M7","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M8","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M9","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M10","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M11","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2020M12","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M1","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M2","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M3","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M4","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M5","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M6","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M7","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M8","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M9","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M10","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M11","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2021M12","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2022M1","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2022M2","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2022M3","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2022M4","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2022M5","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2022M6","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2022M7","1.25"
"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS, weights","Not Applicable","Weight","2022M8","1.25"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2014M12","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M1","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M2","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M3","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M4","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M5","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M6","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M7","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M8","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M9","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M10","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M11","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2015M12","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M1","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M2","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M3","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M4","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M5","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M6","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M7","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M8","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M9","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M10","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M11","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2016M12","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M1","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M2","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M3","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M4","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M5","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M6","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M7","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M8","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M9","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M10","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M11","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2017M12","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M1","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M2","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M3","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M4","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M5","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M6","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M7","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M8","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M9","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M10","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M11","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2018M12","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M1","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M2","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M3","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M4","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M5","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M6","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M7","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M8","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M9","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M10","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M11","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2019M12","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M1","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M2","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M3","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M4","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M5","5.03"
"CLOTHING AND FOOTWEAR, weights","Not Applicable","Weight","2020M6","5.03"
